Article_ID,Authors,Year,Title,Journal,Volume,Issue,Pages,DOI
XZMVCHWG,"Li, Q; You, P; Hu, Q; Leng, BF; Wang, JW; Chen, JL; Wan, S; Wang, B; Yuan, CY; Zhou, R; Ouyang, K",2020,Effects of co-contamination of heavy metals and total petroleum hydrocarbons on soil bacterial community and function network reconstitution,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,204,NA,NA,10.1016/j.ecoenv.2020.111083
YXRNT7VZ,"Taylor, CM; Millican, DS; Roberts, ME; Slack, WT",2008,Long-term change to fish assemblages and the flow regime in a southeastern US river system after extensive aquatic ecosystem fragmentation,ECOGRAPHY,31,6,787-797,10.1111/j.1600-0587.2008.05526.x
I53DMVJJ,"Jakobsson, S; Fukamachi, K; Cousins, SAO",2016,Connectivity and management enables fast recovery of plant diversity in new linear grassland elements,JOURNAL OF VEGETATION SCIENCE,27,1,19-28,10.1111/jvs.12344
IQN9XJC2,"Stanbrook, R; Norrey, J; Kisingo, AW; Jones, M",2021,Dung Beetle Diversity and Community Composition Along a Land Use Gradient in a Savannah Ecosystem of North Western Tanzania,TROPICAL CONSERVATION SCIENCE,14,NA,NA,10.1177/19400829211008756
FC4WZ65D,"Nunes, KA; Fitzpatrick, CR; Kotanen, PM",2019,Soil biota composition and the performance of a noxious weed across its invaded range,ECOGRAPHY,42,10,1671-1681,10.1111/ecog.04562
2ZRX5DDF,"Wolf, ID; Croft, DB",2014,Impacts of tourism hotspots on vegetation communities show a higher potential for self-propagation along roads than hiking trails,JOURNAL OF ENVIRONMENTAL MANAGEMENT,143,NA,173-185,10.1016/j.jenvman.2014.04.006
V4M8DG5U,"Wahl, C; Kaller, M; Diaz, R",2021,Invasion of floating fern alters freshwater macroinvertebrate community structure with implications for bottom-up processes,HYDROBIOLOGIA,848,10,2523-2537,10.1007/s10750-021-04571-4
2CN9K2ST,"Inglis, GJ; Kross, JE",2000,Evidence for systemic changes in the benthic fauna of tropical estuaries as a result of urbanization,MARINE POLLUTION BULLETIN,41,7-12,367-376,10.1016/S0025-326X(00)00093-X
RLM8ELHP,"Trannum, HC; Borgersen, G; Oug, E; Glette, T; Brooks, L; Ramirez-Llodra, E",2019,Epifaunal and infaunal responses to submarine mine tailings in a Norwegian fjord,MARINE POLLUTION BULLETIN,149,NA,NA,10.1016/j.marpolbul.2019.110560
8HDPQDCL,"Teyssier, A; Matthysen, E; Hudin, NS; de Neve, L; White, J; Lens, L",2020,Diet contributes to urban-induced alterations in gut microbiota: experimental evidence from a wild passerine,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,287,1920,NA,10.1098/rspb.2019.2182
D58F9SX8,"Guo, XH; Endler, A; Poll, C; Marhan, S; Ruess, L",2021,Independent effects of warming and altered precipitation pattern on nematode community structure in an arable field,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,316,NA,NA,10.1016/j.agee.2021.107467
HHQPVS7A,"Fricke, A; Kopprio, GA; Alemany, D; Gastaldi, M; Narvarte, M; Parodi, ER; Lara, RJ; Hidalgo, F; Martinez, A; Sar, EA; Iribarne, O; Martinetto, P",2016,Changes in Coastal Benthic Algae Succession Trajectories and Assemblages Under Contrasting Nutrient and Grazer Loads,ESTUARIES AND COASTS,39,2,462-477,10.1007/s12237-015-9999-2
Q2TLIIB4,"Ji, YQ; Ashton, L; Pedley, SM; Edwards, DP; Tang, Y; Nakamura, A; Kitching, R; Dolman, PM; Woodcock, P; Edwards, FA; Larsen, TH; Hsu, WW; Benedick, S; Hamer, KC; Wilcove, DS; Bruce, C; Wang, XY; Levi, T; Lott, M; Emerson, BC; Yu, DW",2013,"Reliable, verifiable and efficient monitoring of biodiversity via metabarcoding",ECOLOGY LETTERS,16,10,1245-1257,10.1111/ele.12162
27YL8FZF,"Jaiteh, VF; Lindfield, SJ; Mangubhai, S; Warren, C; Fitzpatrick, B; Loneragan, NR",2016,Higher Abundance of Marine Predators and Changes in Fishers' Behavior Following Spatial Protection within the World's Biggest Shark Fishery,FRONTIERS IN MARINE SCIENCE,3,NA,NA,10.3389/fmars.2016.00043
FXD2V2F9,"Hillstrom, ML; Lindroth, RL",2008,Elevated atmospheric carbon dioxide and ozone alter forest insect abundance and community composition,INSECT CONSERVATION AND DIVERSITY,1,4,233-241,10.1111/j.1752-4598.2008.00031.x
WNMUQXHR,"Schmitt, T; Ulrich, W; Buschel, H; Bretzel, J; Gebler, J; Mwadime, L; Habel, JC",2020,"The relevance of cloud forest fragments and their transition zones for butterfly conservation in Taita Hills, Kenya",BIODIVERSITY AND CONSERVATION,29,11-12,3191-3207,10.1007/s10531-020-02017-2
FJKIRQXJ,"Li, J; Ma, YB; Hu, HW; Wang, JT; Liu, YR; He, JZ",2015,Field-based evidence for consistent responses of bacterial communities to copper contamination in two contrasting agricultural soils,FRONTIERS IN MICROBIOLOGY,6,NA,NA,10.3389/fmicb.2015.00031
LAXE99IY,"Wang, Y; Heberling, G; Gorzen, E; Miehe, G; Seeber, E; Wesche, K",2017,Combined effects of livestock grazing and abiotic environment on vegetation and soils of grasslands across Tibet,APPLIED VEGETATION SCIENCE,20,3,327-339,10.1111/avsc.12312
TECIBJLL,"Audino, LD; Louzada, J; Comita, L",2014,Dung beetles as indicators of tropical forest restoration success: Is it possible to recover species and functional diversity?,BIOLOGICAL CONSERVATION,169,NA,248-257,10.1016/j.biocon.2013.11.023
GUIQ572Q,"Silva, VL; Mehltreter, K; Schmitt, JL",2018,Ferns as potential ecological indicators of edge effects in two types of Mexican forests,ECOLOGICAL INDICATORS,93,NA,669-676,10.1016/j.ecolind.2018.05.029
CRH8TQ2L,"Moser, P; Oliveira, WL; Medeiros, MB; Pinto, JR; Eisenlohr, PV; Lima, IL; Silva, GP; Simon, MF",2014,Tree Species Distribution along Environmental Gradients in an Area Affected by a Hydroelectric Dam in Southern Amazonia,BIOTROPICA,46,3,367-376,10.1111/btp.12111
TZIWP5SC,"Horn, HG; Boersma, M; Garzke, J; Sommer, U; Aberle, N",2020,High CO2 and warming affect microzooplankton food web dynamics in a Baltic Sea summer plankton community,MARINE BIOLOGY,167,5,NA,10.1007/s00227-020-03683-0
K46LZPAG,"Mayor, SJ; Cahill, JF; He, F; Solymos, P; Boutin, S",2012,Regional boreal biodiversity peaks at intermediate human disturbance,"NATURE COMMUNICATIONS",3,NA,NA,10.1038/ncomms2145
A3G2DWN5,"Freixa, A; Acuna, V; Gutierrez, M; Sanchis, J; Santos, LHMLM; Rodriguez-Mozaz, S; Farre, M; Barcelo, D; Sabater, S",2018,Fullerenes Influence the Toxicity of Organic Micro-Contaminants to River Biofilms,FRONTIERS IN MICROBIOLOGY,9,NA,NA,10.3389/fmicb.2018.01426
W7IZNUKN,"Barros, A; Gonnet, J; Pickering, C",2013,Impacts of informal trails on vegetation and soils in the highest protected area in the Southern Hemisphere,JOURNAL OF ENVIRONMENTAL MANAGEMENT,127,NA,50-60,10.1016/j.jenvman.2013.04.030
AACTA569,"Allouche, M; Hamdi, I; Nasri, A; Harrath, AH; Mansour, L; Beyrem, H; Boufahja, F",2020,Laboratory bioassay exploring the effects of anti-aging skincare products on free-living marine nematodes: a case study of collagen,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,27,10,11403-11412,10.1007/s11356-020-07655-1
9QWEVYDS,"Caldwell, AC; Silva, LCF; da Silva, CC; Ouverney, CC",2015,"Prokaryotic Diversity in the Rhizosphere of Organic, Intensive, and Transitional Coffee Farms in Brazil",PLOS ONE,10,6,NA,10.1371/journal.pone.0106355
XP7AKAY7,"Li, CC; Wang, LF; Ji, SP; Chang, MJ; Wang, LF; Gan, YD; Liu, J",2021,"The ecology of the plastisphere: Microbial composition, function, assembly, and network in the freshwater and seawater ecosystems",WATER RESEARCH,202,NA,NA,10.1016/j.watres.2021.117428
EWK35MYF,"Santos, GS; Burgos, DC; Lira, SMA; Schwamborn, R",2015,The Impact of Trampling on Reef Macrobenthos in Northeastern Brazil: How Effective are Current Conservation Strategies?,ENVIRONMENTAL MANAGEMENT,56,4,847-858,10.1007/s00267-015-0552-7
4U94TTQM,"Schmidt, DJE; Pouyat, R; Szlavecz, K; Setala, H; Kotze, DJ; Yesilonis, I; Cilliers, S; Hornung, E; Dombos, M; Yarwood, SA",2017,Urbanization erodes ectomycorrhizal fungal diversity and may cause microbial communities to converge,"NATURE ECOLOGY & EVOLUTION",1,5,NA,10.1038/s41559-017-0123
5FWJDMEE,"Zhang, M; Hong, YM; Zou, FS; Zhang, Q; Fan, HM; Chan, S; Cheong, KT; Leong, KF",2019,"Response of shorebird habitat selection to coastal reclamation and urbanization in an extensively developed delta: A case study in Macao, China",OCEAN & COASTAL MANAGEMENT,179,NA,NA,10.1016/j.ocecoaman.2019.104871
7S9WWMQ6,"Marzinelli, EM; Qiu, ZG; Dafforn, KA; Johnston, EL; Steinberg, PD; Mayer-Pinto, M",2018,Coastal urbanisation affects microbial communities on a dominant marine holobiont,NPJ BIOFILMS AND MICROBIOMES,4,NA,NA,10.1038/s41522-017-0044-z
B5EWMEWE,"Hatam, I; Petticrew, EL; French, TD; Owens, PN; Laval, B; Baldwin, SA",2019,The bacterial community of Quesnel Lake sediments impacted by a catastrophic mine tailings spill differ in composition from those at undisturbed locations - two years post-spill,SCIENTIFIC REPORTS,9,NA,NA,10.1038/s41598-019-38909-9
QVZKGS69,"Clynick, BG; Chapman, MG; Underwood, AJ",2008,"Fish assemblages associated with urban structures and natural reefs in Sydney, Australia",AUSTRAL ECOLOGY,33,2,140-150,10.1111/j.1442-9993.2007.01802.x
7GWTSRM9,"Gress, E; Arroyo-Gerez, MJ; Wright, G; Andradi-Brown, DA",2018,Assessing mesophotic coral ecosystems inside and outside a Caribbean marine protected area,ROYAL SOCIETY OPEN SCIENCE,5,10,NA,10.1098/rsos.180835
K6WQD3EK,"Stephens, CRA; McAmmond, BM; Van Hamme, JD; Otter, KA; Reudink, MW; Bottos, EM",2021,Analysis of bacterial communities associated with Mountain Chickadees (Poecile gambeli) across urban and rural habitats,CANADIAN JOURNAL OF MICROBIOLOGY,67,8,572-583,10.1139/cjm-2020-0320
DZUN8BRC,"Schneider, D; Engelhaupt, M; Allen, K; Kurniawan, S; Krashevska, V; Heinemann, M; Nacke, H; Wijayanti, M; Meryandini, A; Corre, MD; Scheu, S; Daniel, R",2015,Impact of Lowland Rainforest Transformation on Diversity and Composition of Soil Prokaryotic Communities in Sumatra (Indonesia),FRONTIERS IN MICROBIOLOGY,6,NA,NA,10.3389/fmicb.2015.01339
XJ2I2S9V,"Gao, P; Song, BR; Xu, R; Sun, XX; Lin, HZ; Xu, FQ; Li, BQ; Sun, WM",2021,Structure and variation of root-associated bacterial communities of Cyperus rotundus L. in the contaminated soils around Pb/Zn mine sites,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,28,41,58523-58535,10.1007/s11356-021-14595-x
54Z7S9UZ,"Piano, E; De Wolf, K; Bona, F; Bonte, D; Bowler, DE; Isaia, M; Lens, L; Merckx, T; Mertens, D; Van Kerckvoorde, M; De Meester, L; Hendrickx, F",2017,Urbanization drives community shifts towards thermophilic and dispersive species at local and landscape scales,GLOBAL CHANGE BIOLOGY,23,7,2554-2564,10.1111/gcb.13606
UDTVCQ8X,"Candido, TF; Netto, SA",2020,Multiple benthic indicators suggest low sewage impact from an ocean outfall in a high-energy sandy shore (South Brazil),ECOLOGICAL INDICATORS,113,NA,NA,10.1016/j.ecolind.2020.106207
WCLSJ8NG,"Gestoso, I; Arenas, F; Rubal, M; Veiga, P; Pena, M; Olabarria, C",2013,Shifts from native to non-indigenous mussels: Enhanced habitat complexity and its effects on faunal assemblages,MARINE ENVIRONMENTAL RESEARCH,90,NA,85-95,10.1016/j.marenvres.2013.05.015
QWRLIW3F,"Laushman, KM; Hotchkiss, SC; Herrick, BM",2018,Tracking an invasion: community changes in hardwood forests following the arrival of Amynthas agrestis and Amynthas tokioensis in Wisconsin,BIOLOGICAL INVASIONS,20,7,1671-1685,10.1007/s10530-017-1653-4
KYJTDSMZ,"Macleod, CK; Moltschaniwskyj, NA; Crawford, CM",2008,Ecological and functional changes associated with long-term recovery from organic enrichment,MARINE ECOLOGY PROGRESS SERIES,365,NA,17-24,10.3354/meps07534
3RKGRBVB,"Geml, J; Morgado, LN; Semenova, TA; Welker, JM; Walker, MD; Smets, E",2015,Long-term warming alters richness and composition of taxonomic and functional groups of arctic fungi,FEMS MICROBIOLOGY ECOLOGY,91,8,NA,10.1093/femsec/fiv095
DBF48LV5,"Krynak, KL; Wessels, DG; Imba, SM; Krynak, TJ; Snyder, EB; Lyons, JA; Guayasamin, JM",2020,Call survey indicates rainbow trout farming alters glassfrog community composition in the Andes of Ecuador,AMPHIBIAN & REPTILE CONSERVATION,14,2,1-11,NA
SKT6PEBB,"Harris, NC; Mills, KL; Harissou, Y; Hema, EM; Gnoumou, IT; VanZoeren, J; Abdel-Nasser, YI; Doamba, B",2019,First camera survey in Burkina Faso and Niger reveals human pressures on mammal communities within the largest protected area complex in West Africa,CONSERVATION LETTERS,12,5,NA,10.1111/conl.12667
FQE78DTC,"Tornwall, BM; Creed, RP",2016,Shifts in shredder communities and leaf breakdown along a disrupted stream continuum,FRESHWATER SCIENCE,35,4,1312-1320,10.1086/688857
SVI9Y569,"Laird, KR; Das, B; Cumming, BF",2015,Siliceous microfossil changes in impact and reference lakes in the uranium mining region of the Athabasca basin in northern Saskatchewan,JOURNAL OF PALEOLIMNOLOGY,53,4,367-383,10.1007/s10933-015-9828-4
QHGLSLGA,"Kanninen, A; Hellsten, S; Hamalainen, H",2013,Comparing stressor-specific indices and general measures of taxonomic composition for assessing the status of boreal lacustrine macrophyte communities,ECOLOGICAL INDICATORS,27,NA,29-43,10.1016/j.ecolind.2012.11.012
IMREGH2P,"Lambert, AS; Dabrin, A; Morin, S; Gahou, J; Foulquier, A; Coquery, M; Pesce, S",2016,Temperature modulates phototrophic periphyton response to chronic copper exposure,ENVIRONMENTAL POLLUTION,208,NA,821-829,10.1016/j.envpol.2015.11.004
R62S6CMA,"Dong, ZY; Wang, K; Chen, XX; Zhu, JL; Hu, CJ; Zhang, DM",2017,Temporal dynamics of bacterioplankton communities in response to excessive nitrate loading in oligotrophic coastal water,MARINE POLLUTION BULLETIN,114,2,656-663,10.1016/j.marpolbul.2016.10.041
MWA2YK3L,"Chen, YL; Xu, ZW; Xu, TL; Veresoglou, SD; Yang, GW; Chen, BD",2017,Nitrogen deposition and precipitation induced phylogenetic clustering of arbuscular mycorrhizal fungal communities,SOIL BIOLOGY & BIOCHEMISTRY,115,NA,233-242,10.1016/j.soilbio.2017.08.024
86JMIU8J,"Rodriguez-Ramos, JC; Cale, JA; Cahill, JF; Simard, SW; Karst, J; Erbilgin, N",2021,Changes in soil fungal community composition depend on functional group and forest disturbance type,NEW PHYTOLOGIST,229,2,1105-1117,10.1111/nph.16749
ZYPSCB63,"Gomez-Cifuentes, A; Munevar, A; Gimenez, VC; Gatti, MG; Zurita, GA",2017,Influence of land use on the taxonomic and functional diversity of dung beetles (Coleoptera: Scarabaeinae) in the southern Atlantic forest of Argentina,JOURNAL OF INSECT CONSERVATION,21,1,147-156,10.1007/s10841-017-9964-4
US3EDZPC,"Baho, DL; Leu, E; Pomati, F; Hessen, DO; Norberg, J; Moe, SJ; Skjelbred, B; Nizzetto, L",2019,Resilience of Natural Phytoplankton Communities to Pulse Disturbances from Micropollutant Exposure and Vertical Mixing,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,38,10,2197-2208,10.1002/etc.4536
2F7YQC36,"Benthien, O; Braun, M; Riemann, JC; Stolter, C",2018,Long-term effect of sheep and goat grazing on plant diversity in a semi-natural dry grassland habitat,HELIYON,4,3,NA,10.1016/j.heliyon.2018.e00556
DAS8NZB4,"Majdi, N; Uthoff, J; Traunspurger, W; Laffaille, P; Maire, A",2020,Effect of water warming on the structure of biofilm-dwelling communities,ECOLOGICAL INDICATORS,117,NA,NA,10.1016/j.ecolind.2020.106622
MWSRMJLB,"Young, HS; McCauley, DJ; Dirzo, R; Goheen, JR; Agwanda, B; Brook, C; Otarola-Castillo, E; Ferguson, AW; Kinyua, SN; McDonough, MM; Palmer, TM; Pringle, RM; Young, TP; Helgen, KM",2015,Context-dependent effects of large-wildlife declines on small-mammal communities in central Kenya,ECOLOGICAL APPLICATIONS,25,2,348-360,10.1890/14-0995.1
22ANGHXX,"Fraschetti, S; Terlizzi, A; Guarnieri, G; Pizzolante, F; D'Ambrosio, P; Maiorano, P; Beqiraj, S; Boero, F",2011,Effects of Unplanned Development on Marine Biodiversity: A Lesson from Albania (Central Mediterranean Sea),JOURNAL OF COASTAL RESEARCH,NA,NA,106-115,10.2112/SI_58_10
ISM8U9SX,"Spaniol, RL; Mendonca, MD; Hartz, SM; Iserhard, CA; Stevens, M",2020,Discolouring the Amazon Rainforest: how deforestation is affecting butterfly coloration,BIODIVERSITY AND CONSERVATION,29,9-10,2821-2838,10.1007/s10531-020-01999-3
2ZSVEKWN,"Hassett, BA; Sudduth, EB; Somers, KA; Urban, DL; Violin, CR; Wang, SY; Wright, JP; Cory, RM; Bernhardt, ES",2018,Pulling apart the urbanization axis: patterns of physiochemical degradation and biological response across stream ecosystems,FRESHWATER SCIENCE,37,3,653-672,10.1086/699387
JAMZPMWP,"Ma, MC; Zhou, J; Ongena, M; Liu, WZ; Wei, D; Zhao, BS; Guan, DW; Jiang, X; Li, J",2018,Effect of long-term fertilization strategies on bacterial community composition in a 35-year field experiment of Chinese Mollisols,AMB EXPRESS,8,NA,NA,10.1186/s13568-018-0549-8
R63UEMJ5,"Paula, FS; Rodrigues, JLM; Zhou, JZ; Wu, LY; Mueller, RC; Mirza, BS; Bohannan, BJM; Nusslein, K; Deng, Y; Tiedje, JM; Pellizari, VH",2014,"Land use change alters functional gene diversity, composition and abundance in Amazon forest soil microbial communities",MOLECULAR ECOLOGY,23,12,2988-2999,10.1111/mec.12786
74I6DGZQ,"Piazzi, L; Ceccherelli, G",2006,Persistence of biological invasion effects: Recovery of macroalgal assemblages after removal of Caulerpa racemosa var. cylindracea,ESTUARINE COASTAL AND SHELF SCIENCE,68,3-4,455-461,10.1016/j.ecss.2006.02.011
79CJAMVW,"Huang, YM; Yesilonis, I; Szlavecz, K",2020,"Soil microarthropod communities of urban green spaces in Baltimore, Maryland, USA",URBAN FORESTRY & URBAN GREENING,53,NA,NA,10.1016/j.ufug.2020.126676
229L92SB,"Klein, JC; Verlaque, M",2011,Experimental removal of the invasive Caulerpa racemosa triggers partial assemblage recovery,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,91,1,117-125,10.1017/S0025315410000792
MN2YIQZE,"da Costa, NB; Fugere, V; Hebert, MP; Xu, CCY; Barrett, RDH; Beisner, BE; Bell, G; Yargeau, V; Fussmann, GF; Gonzalez, A; Shapiro, BJ",2021,"Resistance, resilience, and functional redundancy of freshwater bacterioplankton communities facing a gradient of agricultural stressors in a mesocosm experiment",MOLECULAR ECOLOGY,30,19,4771-4788,10.1111/mec.16100
9A8JSD2H,"Liao, LR; Wang, XT; Wang, J; Liu, GB; Zhang, C",2021,Nitrogen fertilization increases fungal diversity and abundance of saprotrophs while reducing nitrogen fixation potential in a semiarid grassland,PLANT AND SOIL,465,1-2,515-532,10.1007/s11104-021-05012-w
ZIS64PEK,"Hinchliffe, C; Atwood, T; Ollivier, Q; Hammill, E",2017,Presence of invasive Gambusia alters ecological communities and the functions they perform in lentic ecosystems,MARINE AND FRESHWATER RESEARCH,68,10,1867-1876,10.1071/MF16301
NSJSN755,"Krause, E; Wichels, A; Gimenez, L; Gerdts, G",2013,Marine fungi may benefit from ocean acidification,AQUATIC MICROBIAL ECOLOGY,69,1,59-67,10.3354/ame01622
LZKEC76I,"Sasal, Y; Raffaele, E; Farji-Brener, AG",2015,Consequences of fire and cattle browsing on ground beetles (Coleoptera) in NW Patagonia,ECOLOGICAL RESEARCH,30,6,1015-1023,10.1007/s11284-015-1302-2
6E6ALQZG,"Flinn, KM; Mahany, TP; Hausman, CE",2018,From forest to city: Plant community change in northeast Ohio from 1800 to 2014,JOURNAL OF VEGETATION SCIENCE,29,2,297-306,10.1111/jvs.12621
295IDEHU,"Licursi, M; Gomez, N; Sabater, S",2016,"Effects of nutrient enrichment on epipelic diatom assemblages in a nutrient-rich lowland stream, Pampa Region, Argentina",HYDROBIOLOGIA,766,1,135-150,10.1007/s10750-015-2450-7
X56T7S75,"Becker, MS; Pollard, WH",2016,Sixty-year legacy of human impacts on a high Arctic ecosystem,JOURNAL OF APPLIED ECOLOGY,53,3,876-884,10.1111/1365-2664.12603
QQK7MV45,"Diepenbrock, LM; Finke, DL",2013,Refuge for native lady beetles (Coccinellidae) in perennial grassland habitats,INSECT CONSERVATION AND DIVERSITY,6,6,671-679,10.1111/icad.12027
AML5XABE,"Sanchez-Moyano, JE; Estacio, FJ; Garcia-Adiego, EM; Garcia-Gomez, JC",2004,Dredging impact on the benthic community of an unaltered inlet in southern Spain,HELGOLAND MARINE RESEARCH,58,1,32-39,10.1007/s10152-003-0166-y
6BTVMVUS,"Lavrinienko, A; Tukalenko, E; Mappes, T; Watts, PC",2018,Skin and gut microbiomes of a wild mammal respond to different environmental cues,MICROBIOME,6,NA,NA,10.1186/s40168-018-0595-0
